difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,What networking service level does 1000BASE-SX represent?,Gigabit Ethernet,10 Gigabit Ethernet,Fast Ethernet,Short Ethernet,A,1000BASE-SX represents Gigabit Ethernet.,ethernet standard,1000base sx description,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
easy,What speed-related cabling benefit does a spine-and-leaf topology provide?,Fast cabling,No switch cost,No servers,No uplinks,A,A spine-and-leaf topology provides fast cabling paths.,top of rack switching,fast repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
easy,What device type sits at the top of every equipment rack in a top-of-rack switching design?,A leaf switch,A spine switch,A firewall,A load balancer,A,A leaf switch sits at the top of every equipment rack in top-of-rack switching.,top of rack switching,leaf at rack top repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
easy,What network layer sits between the core layer and end users in a three-tier architecture?,The distribution layer,The data link layer,The physical layer,The endpoint only,A,The distribution layer sits between the core and users in a three-tier architecture.,three tier architecture,distribution midpoint repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,Which fiber mode uses multiple light signals?,Multimode fiber,Single mode fiber,Twinax,Coaxial,A,Multimode fiber uses multiple signals from an LED.,fiber modes,multimode multiple signals,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.3 - Optical Fiber.md
easy,Which fiber mode uses one laser beam at a time?,Single mode fiber,Multimode fiber,Twinax,FEP cable,A,Single-mode fiber uses one laser beam at a time.,fiber modes,single mode one beam,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.3 - Optical Fiber.md
medium,What category of ports uses the range 0 through 1023?,Non ephemeral permanent ports,Ephemeral non permanent ports,Dynamic private ports,Registered multicast ports,A,"The range 0 through 1023 is used by non-ephemeral, or permanent, ports.",port range,0 through 1023 repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.1 - Introduction to IP.md
easy,Which two forwarding-related data structures are associated with the SDN control layer?,Routing table and CAM table,Patch cables and optics,HTTP and FTP,DNS and DHCP,A,The SDN control layer is associated with the routing table and the CAM table.,sdn layers,control layer row repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,Which type of interface is associated with the SDN application layer or management plane?,Serial management ports on a device,Only Ethernet uplink ports,Only loopback interfaces,Only DNS forwarders,A,"The SDN application layer, or management plane, is associated with serial management ports on a device.",sdn layers,application management plane repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,"Besides choosing the most optimal path, what other path-selection behavior can SD-WAN use?",It can change based on traffic patterns and network health,It can only use static routes forever,It ignores application identity,It always prefers the slowest link,A,"Besides choosing the most optimal path, SD-WAN can change paths based on traffic patterns and network health.",sd wan feature,changes with traffic and health repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,Which cellular technology offers 300 Mbit per second?,LTE Advanced,LTE,5G,Satellite,A,LTE Advanced offers 300 Mbit per second.,cellular technology,lte advanced wording,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
easy,Which cellular technology offers 10 Gbps or 100 to 900 Mbit per second?,5G,LTE,LTE Advanced,Satellite,A,5G offers 10 Gbps or 100 to 900 Mbit per second.,cellular technology,5g wording,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
easy,How many hexadecimal groups are in a full IPv6 address?,8,4,6,16,A,A full IPv6 address has 8 hexadecimal groups.,ipv6 basics,number of sections repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,Which protocol category is associated with firewall capabilities besides NAT?,Dynamic routing protocols,Optical signaling standards,Wireless channel plans,Storage replication modes,A,Dynamic routing protocols are associated with firewall capabilities besides NAT.,firewall related services,dynamic routing protocols,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.2.1 - Networking Devices.md
hard,Which IPSec protection goal is paired with integrity?,Anti-replay,Load balancing,Compression,Name resolution,A,Integrity is paired with anti-replay as an IPSec protection goal.,ipsec protections,integrity and anti replay pair,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
hard,In IPSec terminology what does AH stand for?,Authentication Header,Authorized Handshake,Application Header,Address Handoff,A,AH stands for Authentication Header.,ipsec ah,authentication header meaning,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
hard,In IPSec terminology what does ESP stand for?,Encapsulation Security Payload,Encrypted Session Protocol,External Security Policy,Extended Signing Payload,A,ESP stands for Encapsulation Security Payload.,ipsec esp,encapsulation security payload meaning,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
hard,What kind of shared key does Diffie-Hellman create during IKE Phase 1 negotiation?,A shared secret key,A public DNS key,A sessionless NAT key,A VLAN trunk key,A,Phase 1 uses Diffie-Hellman to create a shared secret key.,ike phase 1,shared secret key creation,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
medium,Which wireless standard supports a maximum theoretical link rate of 433 to 6933 Mbit per second?,802.11ac,802.11n,802.11ax,802.11be,A,802.11ac supports a maximum theoretical link rate of 433 to 6933 Mbit per second.,wifi standard,80211ac rate identifier,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,Which wireless standard supports a maximum theoretical link rate of 574 to 9608 Mbit per second?,802.11ax,802.11ac,802.11be,802.11g,A,802.11ax supports a maximum theoretical link rate of 574 to 9608 Mbit per second.,wifi standard,80211ax rate identifier,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,Which wireless standard supports a maximum theoretical link rate of 1376 to 46120 Mbit per second?,802.11be,802.11ax,802.11ac,802.11n,A,802.11be supports a maximum theoretical link rate of 1376 to 46120 Mbit per second.,wifi standard,80211be rate identifier,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
easy,What other media type uses BNC connections besides DS3 WAN links?,Twinax,Single mode fiber,Cat 6 twisted pair,Coaxial F type cable only,A,Twinax also uses BNC connections besides DS3 WAN links.,bnc usage,twinax common use,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,Which server type is placed at the core layer of a three-tier architecture?,Web servers,Wireless controllers,Patch panels,Cable modems,A,Web servers are placed at the core layer of a three-tier architecture.,three tier architecture,core web servers example,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,"Besides end stations, what other user-facing device connects at the access layer?",Printers,Firewalls,Load balancers,SAN arrays,A,Printers connect at the access layer besides end stations.,access layer devices,printers at access layer,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.2 - Network Architectures.md
easy,Which SDN plane is called the management plane?,Application layer,Infrastructure layer,Control layer,Transport layer,A,The SDN application layer is called the management plane.,sdn layers,application layer as management plane,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,Which named security framework uses policy-based authentication?,Secure Access Service Edge or SASE,Dynamic Host Configuration Protocol or DHCP,Border Gateway Protocol or BGP,Simple Network Management Protocol or SNMP,A,"Secure Access Service Edge, or SASE, is associated with policy-based authentication.",zero trust,sase listed framework,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.3 - Zero Trust.md
hard,Which OSI layer is protected by IPSec in this concept?,Security for OSI Layer 3,Transport agnosticism,Application awareness,Content switching,A,IPSec groups confidentiality with integrity and anti-replay as protection goals.,ipsec scope,layer 3 security with confidentiality integrity anti replay,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
medium,Which IEEE 802.11 standard uses 5 GHz and predates the Wi-Fi generation nicknames?,802.11a,802.11ac,802.11ax,802.11be,A,802.11a uses the 5 GHz band and predates the Wi-Fi generation nicknames.,wifi standard,80211a blank generation name,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,Which IEEE 802.11 standard uses 2.4 GHz with a 1 to 11 Mbit per second range and predates the Wi-Fi generation nicknames?,802.11b,802.11g,802.11n,802.11ax,A,802.11b uses 2.4 GHz with a 1 to 11 Mbit per second range and predates the Wi-Fi generation nicknames.,wifi standard,80211b blank generation name with rate,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,Which IEEE 802.11 standard uses 2.4 GHz with a 6 to 54 Mbit per second range and predates the Wi-Fi generation nicknames?,802.11g,802.11b,802.11ac,802.11be,A,802.11g uses 2.4 GHz with a 6 to 54 Mbit per second range and predates the Wi-Fi generation nicknames.,wifi standard,80211g blank generation name with rate,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,Which wireless frequency bands can a device using Wi-Fi 6 or Wi-Fi 6E operate on?,"2.4 GHz, 5 GHz, and 6 GHz",2.4 GHz and 5 GHz only,5 GHz only,6 GHz only,A,"Wi-Fi 6 and Wi-Fi 6E, which map to 802.11ax, can use the 2.4 GHz, 5 GHz, and 6 GHz bands.",wifi standard,wifi 6 and 6e frequency set,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
easy,Which other circuit type is commonly paired with T-1 as a point-to-point WAN connection?,T-3,DSL,DOCSIS,Metro Ethernet,A,T-3 is another circuit type commonly paired with T-1 as a point-to-point WAN connection.,point to point,t3 example circuit,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.6.1 Network Topologies.md
